Ref Id,Course Name,Level,Duration (Weeks),Start,Fees,Age,Occupation,Education Background,Country,Rating,Complete or Not,Reason for Doing Course,Total Time Spent (Hours),Skills Gained,Did this course meet your expectations?,Did this course help you improve your skills?,Did you gain practical knowledge from this course?,Did the course content effectively cover the topics it promised?,Did this course help you improve your skills?,Were the materials and resources provided sufficient?,Would you recommend this course to others?,Did the course length feel appropriate for the content covered?,Did you experience any technical issues during the course?,Do you believe the course provided good value for the cost?,Would you recommend this course to others?
202301F,Data Science,Basic,4,01-01-2023,4499,18,Student,Master's,India,3,Yes,Job,28,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
202303M,Data Science,Basic,4,15-03-2023,4499,23,Student,Master's,India,5,Yes,Job,51,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202401M,Data Science,Intermediate,6,01-01-2024,6499,24,Student,Bachelor's,India,5,Yes,Promotion,40,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No
202202M,Digital Marketing,Advanced,6,01-02-2022,8499,27,Business,High School,India,5,Yes,Devlopment,55,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
202310F,Data Analyst,Advanced,6,15-10-2023,8499,37,Fresher,High School,India,5,Yes,Devlopment,40,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes
202306F,Data Analyst,Advanced,6,15-06-2023,8499,37,Business,Master's,India,2,Yes,Devlopment,30,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
202202M,UX/UI Designer,Basic,4,15-02-2022,4499,35,Job,Bachelor's,India,4,Yes,Job,24,"Adobe XD, Sketch, Figma,Axure",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
202209F,Web Development,Intermediate,6,15-09-2022,6499,28,Business,High School,India,5,Yes,Devlopment,42,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
202407M,Web Development,Intermediate,6,15-07-2024,6499,21,Freelancer,Master's,India,4,Yes,Devlopment,54,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
202312F,Web Development,Intermediate,6,01-12-2023,6499,25,Freelancer,Bachelor's,India,5,Yes,Devlopment,31,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
202307M,Data Analyst,Basic,4,01-07-2023,4499,32,Business,Master's,India,5,Yes,Devlopment,22,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
202202M,Web Development,Basic,4,01-02-2022,4499,34,Business,High School,India,5,Yes,Change in field,21,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
202402F,UX/UI Designer,Intermediate,6,15-02-2024,6499,19,Fresher,Bachelor's,India,5,Yes,Devlopment,42,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202312M,UX/UI Designer,Basic,4,15-12-2023,4499,35,Job,High School,India,5,Yes,Change in field,25,"Adobe XD, Sketch, Figma,Axure",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
202307M,Web Development,Advanced,6,15-07-2023,8499,31,Job,Master's,India,5,Yes,Job,52,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
202210F,Data Science,Basic,4,01-10-2022,4499,22,Student,Bachelor's,India,2,Yes,Job,28,"Adobe XD, Sketch, Figma,Axure",Yes,No,No,No,No,Yes,Yes,Yes,No,No,No
202305F,Data Science,Intermediate,6,15-05-2023,6499,25,Student,Master's,Germany,5,Yes,Job,50,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
202307F,Digital Marketing,Intermediate,6,01-07-2023,6499,18,Fresher,High School,India,2,Yes,Devlopment,39,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No
202311F,Data Science,Basic,4,01-11-2023,4499,32,Business,Master's,India,5,Yes,Job,19,"Tableau, Advanced Mathematics, Excel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
202310M,Web Development,Advanced,6,15-10-2023,8499,34,Business,Bachelor's,Canada,2,Yes,Devlopment,42,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No
202407F,Digital Marketing,Intermediate,6,15-07-2024,6499,27,Fresher,Bachelor's,India,5,Yes,Devlopment,51,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
202311M,Machine Learning,Advanced,6,15-11-2023,8499,26,Job,High School,India,5,Yes,Job,40,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202203F,Data Science,Advanced,6,01-03-2022,8499,31,Business,High School,India,4,Yes,Job,45,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202407M,UX/UI Designer,Advanced,6,15-07-2024,8499,36,Fresher,High School,India,5,Yes,Change in field,40,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes
202204F,Web Development,Basic,4,15-04-2022,4499,29,Freelancer,High School,India,5,Yes,Devlopment,18,"Azure, Pytorch, Chat Gpt",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
202305M,Web Development,Intermediate,6,01-05-2023,6499,33,Business,Master's,India,4,Yes,Promotion,43,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
202310F,Web Development,Basic,4,15-10-2023,4499,28,Business,Master's,UK,5,Yes,Change in field,34,"Adobe XD, Sketch, Figma,Axure",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes
202206M,Web Development,Basic,4,15-06-2022,4499,35,Business,Master's,India,5,Yes,Promotion,32,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
202205F,Digital Marketing,Advanced,6,01-05-2022,8499,27,Job,Bachelor's,India,4,Yes,Job,53,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
202307F,Web Development,Intermediate,6,01-07-2023,6499,34,Business,Master's,India,4,Yes,Devlopment,38,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
202208M,Data Science,Intermediate,6,15-08-2022,6499,29,Job,Master's,India,5,Yes,Job,33,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
202307M,Web Development,Intermediate,6,15-07-2023,6499,30,Business,Bachelor's,India,3,Yes,Devlopment,38,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
202309M,Digital Marketing,Advanced,6,01-09-2023,8499,37,Business,Master's,India,2,Yes,Devlopment,52,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",No,No,No,No,No,Yes,No,Yes,No,No,No
202303M,Web Development,Advanced,6,01-03-2023,8499,33,Business,High School,India,4,Yes,Job,44,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
202312M,Machine Learning,Intermediate,6,15-12-2023,6499,26,Job,Bachelor's,India,4,Yes,Change in field,38,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
202404F,Data Analyst,Advanced,6,01-04-2024,8499,33,Job,High School,Germany,5,Yes,Job,41,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes
202205M,Web Development,Advanced,6,15-05-2022,8499,32,Business,Bachelor's,India,2,Yes,Promotion,51,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
202210M,Data Science,Basic,4,01-10-2022,4499,25,Student,High School,India,2,Yes,Job,44,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",No,Yes,No,No,Yes,No,No,No,No,Yes,No
202308M,Data Science,Basic,4,15-08-2023,4499,20,Student,Master's,Germany,2,Yes,Change in field,47,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes
202404M,Web Development,Basic,4,15-04-2024,4499,34,Business,Bachelor's,India,5,Yes,Promotion,40,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes
202305F,Digital Marketing,Basic,4,15-05-2023,4499,36,Business,Bachelor's,India,3,Yes,Devlopment,49,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,No,No,Yes,No,Yes,Yes,Yes,No,No
202302M,Data Analyst,Advanced,6,15-02-2023,8499,37,Job,High School,India,3,Yes,Job,48,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
202210M,Web Development,Basic,4,15-10-2022,4499,30,Business,High School,India,4,Yes,Devlopment,33,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
202205F,Digital Marketing,Basic,4,01-05-2022,4499,34,Business,Bachelor's,India,4,Yes,Devlopment,19,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202207F,Data Science,Advanced,6,01-07-2022,8499,35,Job,Bachelor's,India,4,Yes,Change in field,47,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
202209M,Data Science,Basic,4,15-09-2022,4499,21,Student,Bachelor's,India,5,Yes,Job,39,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
202311F,UX/UI Designer,Intermediate,6,01-11-2023,6499,34,Job,High School,India,3,Yes,Promotion,35,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
202409F,Data Science,Basic,4,15-09-2024,4499,18,Student,High School,India,3,Yes,Job,52,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No
202401M,Digital Marketing,Basic,4,15-01-2024,4499,35,Business,Bachelor's,India,5,Yes,Devlopment,51,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
202301M,Web Development,Intermediate,6,15-01-2023,6499,21,Freelancer,Master's,India,5,Yes,Devlopment,31,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
202304F,Data Analyst,Basic,4,01-04-2023,4499,36,Business,High School,India,4,Yes,Promotion,34,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes
202409F,Web Development,Basic,4,15-09-2024,4499,30,Business,High School,India,4,Yes,Devlopment,54,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
202310M,Data Science,Advanced,6,01-10-2023,8499,30,Job,High School,India,4,Yes,Job,33,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
202406F,UX/UI Designer,Intermediate,6,01-06-2024,6499,25,Fresher,Master's,India,3,Yes,Devlopment,33,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
202210M,Data Analyst,Basic,4,15-10-2022,4499,29,Business,High School,Canada,2,Yes,Devlopment,45,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No
202204F,Data Science,Basic,4,01-04-2022,4499,21,Student,Master's,India,5,Yes,Job,19,"Adobe XD, Sketch, Figma,Axure",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202308M,Web Development,Basic,4,15-08-2023,4499,30,Job,High School,India,5,Yes,Promotion,22,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
202309F,Web Development,Basic,4,01-09-2023,4499,26,Freelancer,High School,India,5,Yes,Change in field,20,"Azure, Pytorch, Chat Gpt",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202312M,Digital Marketing,Basic,4,15-12-2023,4499,27,Job,High School,Germany,2,Yes,Change in field,27,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,Yes,No,No,Yes,Yes,No,No,No,Yes
202305M,Data Science,Basic,4,01-05-2023,4499,37,Job,Master's,UK,2,Yes,Promotion,33,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,No,No,No,Yes,No,No,Yes,No
202408M,Digital Marketing,Basic,4,01-08-2024,4499,36,Business,High School,India,5,Yes,Devlopment,25,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
202403M,Digital Marketing,Intermediate,6,15-03-2024,6499,18,Freelancer,High School,India,5,Yes,Devlopment,31,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202306F,Data Science,Intermediate,6,01-06-2023,6499,20,Student,Master's,India,5,Yes,Job,45,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202305F,Web Development,Basic,4,01-05-2023,4499,31,Business,Master's,India,3,Yes,Devlopment,33,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
202305F,Data Science,Basic,4,01-05-2023,4499,18,Student,Master's,India,5,Yes,Job,24,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No
202201M,Digital Marketing,Basic,4,01-01-2022,4499,33,Job,Bachelor's,Germany,5,Yes,Job,18,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
202407M,Web Development,Basic,4,15-07-2024,4499,30,Business,Master's,India,4,Yes,Devlopment,32,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
202210F,Digital Marketing,Basic,4,15-10-2022,4499,36,Business,Master's,India,5,Yes,Devlopment,45,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
202205F,Digital Marketing,Basic,4,15-05-2022,4499,34,Business,Master's,India,5,Yes,Change in field,37,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes
202307F,Web Development,Basic,4,15-07-2023,4499,28,Business,Master's,India,5,Yes,Promotion,20,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
202303M,Data Science,Basic,4,15-03-2023,4499,18,Student,Bachelor's,India,5,Yes,Job,55,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes
202203M,Machine Learning,Basic,4,01-03-2022,4499,26,Business,Bachelor's,India,5,Yes,Change in field,43,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
202408F,Data Science,Advanced,6,15-08-2024,8499,28,Job,Bachelor's,India,5,Yes,Job,33,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
202402F,UX/UI Designer,Intermediate,6,15-02-2024,6499,33,Job,Bachelor's,Germany,5,Yes,Promotion,43,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
202306F,Data Science,Basic,4,01-06-2023,4499,23,Student,High School,India,2,Yes,Job,32,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No
202204F,Data Science,Basic,4,01-04-2022,4499,30,Business,Bachelor's,India,5,Yes,Promotion,50,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
202207F,Data Analyst,Basic,4,15-07-2022,4499,27,Job,High School,Germany,5,Yes,Promotion,21,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No
202304M,Digital Marketing,Basic,4,01-04-2023,4499,21,Fresher,High School,Germany,2,Yes,Job,21,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,No,No,No,No,Yes,Yes,No,No,No
